ts,cell_id,throughput,latency,jitter,packet_loss,cell_load,is_missing,is_anomaly
2026-08-15 17:31:00+00:00,cell_001,118.08,18.97,5.48,0.48,79.83,False,False
2026-08-15 17:32:00+00:00,cell_001,104.97,19.28,4.81,0.47,73.27,False,False
2026-08-15 17:33:00+00:00,cell_001,112.3,19.02,4.7,0.75,83.28,False,False
2026-08-15 17:34:00+00:00,cell_001,110.98,19.95,4.91,0.75,83.54,False,False
2026-08-15 17:35:00+00:00,cell_001,111.25,19.1,4.85,0.38,78.73,False,False
2026-08-15 17:36:00+00:00,cell_001,112.45,17.16,4.76,0.59,85.64,False,False
2026-08-15 17:37:00+00:00,cell_001,111.32,20.59,4.39,0.52,73.39,False,False
2026-08-15 17:38:00+00:00,cell_001,112.8,20.42,4.58,0.98,81.66,False,False
2026-08-15 17:39:00+00:00,cell_001,112.28,18.67,4.82,0.27,84.17,False,False
2026-08-15 17:40:00+00:00,cell_001,108.52,19.32,4.96,1.07,71.26,False,False
2026-08-15 17:41:00+00:00,cell_001,113.72,20.47,5.13,0.8,77.21,False,False
2026-08-15 17:42:00+00:00,cell_001,114.84,20.27,4.56,0.17,69.29,False,False
2026-08-15 17:43:00+00:00,cell_001,111.19,20.58,4.72,0.55,80.71,False,False
2026-08-15 17:44:00+00:00,cell_001,118.53,19.58,4.49,0.77,84.73,False,False
2026-08-15 17:45:00+00:00,cell_001,117.05,19.96,5.01,0.55,73.52,False,False
2026-08-15 17:46:00+00:00,cell_001,115.69,20.59,4.59,0.63,75.94,False,False
2026-08-15 17:47:00+00:00,cell_001,115.77,18.82,4.5,1.13,73.4,False,False
2026-08-15 17:48:00+00:00,cell_001,113.48,19.59,4.69,0.59,88.28,False,False
2026-08-15 17:49:00+00:00,cell_001,116.93,16.99,4.17,0.46,71.13,False,False
2026-08-15 17:50:00+00:00,cell_001,118.34,17.54,4.83,0.86,70.96,False,False
2026-08-15 17:51:00+00:00,cell_001,116.17,19.61,4.57,0.4,78.17,False,False
2026-08-15 17:52:00+00:00,cell_001,112.15,19.75,5.49,0.82,74.79,False,False
2026-08-15 17:53:00+00:00,cell_001,113.86,18.69,4.47,0.79,87.65,False,False
2026-08-15 17:54:00+00:00,cell_001,115.82,18.46,4.57,1.04,84.87,False,False
2026-08-15 17:55:00+00:00,cell_001,116.73,18.69,4.95,0.76,77.88,False,False
2026-08-15 17:56:00+00:00,cell_001,114.1,19.23,4.87,0.63,79.3,False,False
2026-08-15 17:57:00+00:00,cell_001,112.75,16.71,4.95,0.67,78.16,False,False
2026-08-15 17:58:00+00:00,cell_001,119.32,19.47,4.55,1.1,79.58,False,False
2026-08-15 17:59:00+00:00,cell_001,111.47,19.02,4.28,0.68,76.82,False,False
2026-08-15 18:00:00+00:00,cell_001,111.98,19.22,5.42,0.63,69.01,False,False
2026-08-15 18:01:00+00:00,cell_001,110.95,18.84,4.77,0.66,69.8,False,False
2026-08-15 18:02:00+00:00,cell_001,112.22,17.56,4.68,0.76,78.62,False,False
2026-08-15 18:03:00+00:00,cell_001,118.91,17.83,4.85,0.59,71.11,False,False
2026-08-15 18:04:00+00:00,cell_001,119.13,20.44,4.21,0.46,80.18,False,False
2026-08-15 18:05:00+00:00,cell_001,115.18,18.26,4.46,0.53,76.95,False,False
2026-08-15 18:06:00+00:00,cell_001,117.01,19.7,4.28,0.49,67.24,False,False
2026-08-15 18:07:00+00:00,cell_001,115.61,17.79,4.64,0.63,67.28,False,False
2026-08-15 18:08:00+00:00,cell_001,112.19,18.84,4.17,0.54,66.34,False,False
2026-08-15 18:09:00+00:00,cell_001,122.54,18.4,4.79,0.63,76.65,False,False
2026-08-15 18:10:00+00:00,cell_001,120.13,18.54,4.93,0.63,78.39,False,False
2026-08-15 18:11:00+00:00,cell_001,117.19,18.47,4.92,0.71,70.48,False,False
2026-08-15 18:12:00+00:00,cell_001,113.67,20.24,4.7,0.47,72.25,False,False
2026-08-15 18:13:00+00:00,cell_001,115.69,20.71,4.62,1.0,73.73,False,False
2026-08-15 18:14:00+00:00,cell_001,114.41,19.01,4.44,0.91,76.36,False,False
2026-08-15 18:15:00+00:00,cell_001,116.9,18.34,4.69,0.77,70.08,False,False
2026-08-15 18:16:00+00:00,cell_001,117.65,17.41,4.52,0.81,73.85,False,False
2026-08-15 18:17:00+00:00,cell_001,115.82,17.33,3.99,0.43,71.16,False,False
2026-08-15 18:18:00+00:00,cell_001,112.6,20.16,4.36,0.54,63.58,False,False
2026-08-15 18:19:00+00:00,cell_001,123.48,17.23,4.78,0.56,78.07,False,False
2026-08-15 18:20:00+00:00,cell_001,117.92,18.24,4.2,0.37,72.66,False,False
2026-08-15 18:21:00+00:00,cell_001,118.7,18.82,4.19,0.58,69.97,False,False
2026-08-15 18:22:00+00:00,cell_001,116.18,16.05,4.47,1.11,66.99,False,False
2026-08-15 18:23:00+00:00,cell_001,112.89,17.38,3.87,0.67,67.09,False,False
2026-08-15 18:24:00+00:00,cell_001,117.44,17.28,4.74,0.96,63.24,False,False
2026-08-15 18:25:00+00:00,cell_001,116.84,17.94,4.71,0.94,64.71,False,False
2026-08-15 18:26:00+00:00,cell_001,120.06,18.85,4.79,0.46,65.48,False,False
2026-08-15 18:27:00+00:00,cell_001,120.78,19.6,4.57,0.66,67.25,False,False
2026-08-15 18:28:00+00:00,cell_001,120.47,17.9,4.25,0.57,76.48,False,False
2026-08-15 18:29:00+00:00,cell_001,121.27,18.08,4.13,0.83,72.7,False,False
2026-08-15 18:30:00+00:00,cell_001,123.83,18.41,4.66,0.74,64.97,False,False
2026-08-15 18:31:00+00:00,cell_001,119.71,17.71,4.7,0.98,61.45,False,False
2026-08-15 18:32:00+00:00,cell_001,121.96,18.92,4.15,0.69,64.68,False,False
2026-08-15 18:33:00+00:00,cell_001,120.27,18.93,4.1,0.81,76.34,False,False
2026-08-15 18:34:00+00:00,cell_001,113.21,15.75,4.47,0.52,72.28,False,False
2026-08-15 18:35:00+00:00,cell_001,118.57,19.09,4.51,0.35,67.91,False,False
2026-08-15 18:36:00+00:00,cell_001,116.55,18.57,4.75,0.78,68.57,False,False
2026-08-15 18:37:00+00:00,cell_001,119.97,18.68,4.66,0.67,74.23,False,False
2026-08-15 18:38:00+00:00,cell_001,117.03,19.59,4.43,0.75,68.24,False,False
2026-08-15 18:39:00+00:00,cell_001,121.34,16.61,4.76,0.92,79.53,False,False
2026-08-15 18:40:00+00:00,cell_001,122.59,17.12,4.34,0.71,68.46,False,False
2026-08-15 18:41:00+00:00,cell_001,123.38,18.29,4.35,0.81,63.24,False,False
2026-08-15 18:42:00+00:00,cell_001,124.75,16.03,4.7,0.84,57.64,False,False
2026-08-15 18:43:00+00:00,cell_001,114.98,18.12,4.72,0.61,69.8,False,False
2026-08-15 18:44:00+00:00,cell_001,116.54,19.16,4.73,0.52,66.39,False,False
2026-08-15 18:45:00+00:00,cell_001,129.04,18.7,4.37,1.03,62.6,False,False
2026-08-15 18:46:00+00:00,cell_001,123.41,18.37,4.45,0.71,70.6,False,False
2026-08-15 18:47:00+00:00,cell_001,121.18,18.04,4.16,0.69,68.33,False,False
2026-08-15 18:48:00+00:00,cell_001,120.72,17.83,4.68,0.44,64.53,False,False
2026-08-15 18:49:00+00:00,cell_001,120.58,17.76,4.23,0.68,68.21,False,False
2026-08-15 18:50:00+00:00,cell_001,115.07,18.46,3.81,0.7,65.84,False,False
2026-08-15 18:51:00+00:00,cell_001,118.68,16.66,4.27,0.44,71.0,False,False
2026-08-15 18:52:00+00:00,cell_001,120.78,19.66,4.14,0.78,66.67,False,False
2026-08-15 18:53:00+00:00,cell_001,119.09,17.44,3.58,0.58,64.16,False,False
2026-08-15 18:54:00+00:00,cell_001,119.61,18.72,4.22,0.19,72.14,False,False
2026-08-15 18:55:00+00:00,cell_001,129.16,18.23,4.62,0.52,60.42,False,False
2026-08-15 18:56:00+00:00,cell_001,120.85,16.98,4.5,0.82,58.57,False,False
2026-08-15 18:57:00+00:00,cell_001,122.57,19.41,4.5,0.45,62.47,False,False
2026-08-15 18:58:00+00:00,cell_001,122.58,19.19,4.8,1.11,56.38,False,False
2026-08-15 18:59:00+00:00,cell_001,123.75,16.52,4.19,0.72,57.47,False,False
2026-08-15 19:00:00+00:00,cell_001,120.67,18.0,4.02,1.07,63.81,False,False
2026-08-15 19:01:00+00:00,cell_001,125.96,18.27,4.51,0.4,65.15,False,False
2026-08-15 19:02:00+00:00,cell_001,123.68,15.97,4.46,0.38,63.37,False,False
2026-08-15 19:03:00+00:00,cell_001,118.61,15.91,3.97,0.57,67.06,False,False
2026-08-15 19:04:00+00:00,cell_001,122.27,17.18,4.29,0.37,62.05,False,False
2026-08-15 19:05:00+00:00,cell_001,122.2,16.69,4.5,0.53,54.75,False,False
2026-08-15 19:06:00+00:00,cell_001,122.18,16.94,4.42,0.94,67.82,False,False
2026-08-15 19:07:00+00:00,cell_001,124.49,16.66,4.55,0.56,63.52,False,False
2026-08-15 19:08:00+00:00,cell_001,124.99,17.83,4.13,0.3,67.26,False,False
2026-08-15 19:09:00+00:00,cell_001,124.76,17.05,3.9,0.68,66.75,False,False
2026-08-15 19:10:00+00:00,cell_001,124.35,19.04,4.04,0.88,68.88,False,False
2026-08-15 19:11:00+00:00,cell_001,123.71,18.09,4.57,0.24,58.89,False,False
2026-08-15 19:12:00+00:00,cell_001,117.12,18.69,4.62,0.35,57.23,False,False
2026-08-15 19:13:00+00:00,cell_001,126.03,16.19,4.26,0.63,62.56,False,False
2026-08-15 19:14:00+00:00,cell_001,125.29,17.23,4.76,0.37,62.12,False,False
2026-08-15 19:15:00+00:00,cell_001,120.99,17.98,4.25,0.58,68.95,False,False
2026-08-15 19:16:00+00:00,cell_001,124.91,18.29,4.14,0.9,65.11,False,False
2026-08-15 19:17:00+00:00,cell_001,126.13,17.17,3.86,0.54,63.15,False,False
2026-08-15 19:18:00+00:00,cell_001,127.83,17.3,4.26,0.7,56.18,False,False
2026-08-15 19:19:00+00:00,cell_001,125.97,17.4,4.6,0.72,58.57,False,False
2026-08-15 19:20:00+00:00,cell_001,125.52,17.47,4.66,0.45,53.87,False,False
2026-08-15 19:21:00+00:00,cell_001,127.52,19.92,4.59,0.4,57.71,False,False
2026-08-15 19:22:00+00:00,cell_001,123.88,18.06,4.42,0.81,62.56,False,False
2026-08-15 19:23:00+00:00,cell_001,126.16,17.77,4.74,0.62,63.75,False,False
2026-08-15 19:24:00+00:00,cell_001,123.18,16.45,3.97,0.65,64.55,False,False
2026-08-15 19:25:00+00:00,cell_001,128.5,16.46,4.61,0.6,65.02,False,False
2026-08-15 19:26:00+00:00,cell_001,120.46,17.47,4.33,0.58,63.89,False,False
2026-08-15 19:27:00+00:00,cell_001,127.86,18.8,4.31,0.64,57.88,False,False
2026-08-15 19:28:00+00:00,cell_001,125.59,17.45,3.81,0.38,56.92,False,False
2026-08-15 19:29:00+00:00,cell_001,128.55,17.48,4.34,0.68,67.08,False,False
2026-08-15 19:30:00+00:00,cell_001,123.44,16.88,4.58,0.4,58.48,False,False
2026-08-15 19:31:00+00:00,cell_001,126.17,15.86,3.59,1.07,58.56,False,False
2026-08-15 19:32:00+00:00,cell_001,126.2,18.03,4.46,0.72,59.54,False,False
2026-08-15 19:33:00+00:00,cell_001,127.45,17.32,3.53,0.66,52.52,False,False
2026-08-15 19:34:00+00:00,cell_001,123.12,18.01,3.79,0.39,58.91,False,False
2026-08-15 19:35:00+00:00,cell_001,128.3,17.7,4.18,0.82,51.86,False,False
2026-08-15 19:36:00+00:00,cell_001,120.97,16.57,4.68,0.5,62.67,False,False
2026-08-15 19:37:00+00:00,cell_001,124.63,17.74,4.16,0.72,57.16,False,False
2026-08-15 19:38:00+00:00,cell_001,122.06,16.21,4.34,0.46,56.31,False,False
2026-08-15 19:39:00+00:00,cell_001,129.36,17.7,3.92,0.21,49.48,False,False
2026-08-15 19:40:00+00:00,cell_001,128.19,17.41,4.13,0.9,60.53,False,False
2026-08-15 19:41:00+00:00,cell_001,128.48,19.0,4.17,0.71,70.74,False,False
2026-08-15 19:42:00+00:00,cell_001,131.66,16.57,4.67,0.51,55.76,False,False
2026-08-15 19:43:00+00:00,cell_001,126.41,16.1,3.95,0.99,58.23,False,False
2026-08-15 19:44:00+00:00,cell_001,129.31,17.0,3.97,0.59,66.22,False,False
2026-08-15 19:45:00+00:00,cell_001,127.8,18.01,4.49,0.83,70.02,False,False
2026-08-15 19:46:00+00:00,cell_001,127.46,14.58,4.09,0.26,51.98,False,False
2026-08-15 19:47:00+00:00,cell_001,131.76,18.24,4.19,0.52,63.93,False,False
2026-08-15 19:48:00+00:00,cell_001,134.2,17.14,4.28,0.53,43.85,False,False
2026-08-15 19:49:00+00:00,cell_001,126.79,16.19,3.96,0.39,41.83,False,False
2026-08-15 19:50:00+00:00,cell_001,130.7,16.95,3.53,0.41,48.48,False,False
2026-08-15 19:51:00+00:00,cell_001,129.28,16.57,4.46,0.62,55.42,False,False
2026-08-15 19:52:00+00:00,cell_001,129.43,16.07,4.17,0.55,47.14,False,False
2026-08-15 19:53:00+00:00,cell_001,129.3,15.34,3.75,0.55,63.53,False,False
2026-08-15 19:54:00+00:00,cell_001,127.68,17.99,4.36,0.48,57.04,False,False
2026-08-15 19:55:00+00:00,cell_001,118.04,16.69,4.73,0.79,59.78,False,False
2026-08-15 19:56:00+00:00,cell_001,133.52,16.84,4.48,0.33,54.8,False,False
2026-08-15 19:57:00+00:00,cell_001,126.95,18.06,4.74,0.59,53.42,False,False
2026-08-15 19:58:00+00:00,cell_001,128.43,17.26,3.74,0.49,55.82,False,False
2026-08-15 19:59:00+00:00,cell_001,128.61,15.63,4.18,0.47,65.83,False,False
2026-08-15 20:00:00+00:00,cell_001,127.04,17.85,4.21,0.14,56.94,False,False
2026-08-15 20:01:00+00:00,cell_001,130.23,18.64,4.06,0.57,56.6,False,False
2026-08-15 20:02:00+00:00,cell_001,129.5,17.65,4.0,0.46,50.38,False,False
2026-08-15 20:03:00+00:00,cell_001,127.6,16.27,3.2,0.63,50.48,False,False
2026-08-15 20:04:00+00:00,cell_001,130.32,15.64,4.59,1.19,51.96,False,False
2026-08-15 20:05:00+00:00,cell_001,129.89,16.2,3.6,0.61,58.28,False,False
2026-08-15 20:06:00+00:00,cell_001,132.89,17.19,4.35,0.67,56.69,False,False
2026-08-15 20:07:00+00:00,cell_001,126.2,18.5,4.08,0.42,45.03,False,False
2026-08-15 20:08:00+00:00,cell_001,127.92,16.3,4.06,0.61,57.01,False,False
2026-08-15 20:09:00+00:00,cell_001,132.63,16.39,4.0,0.55,58.22,False,False
2026-08-15 20:10:00+00:00,cell_001,128.65,18.05,4.12,0.41,57.42,False,False
2026-08-15 20:11:00+00:00,cell_001,127.98,16.58,4.25,0.39,57.18,False,False
2026-08-15 20:12:00+00:00,cell_001,129.04,18.71,4.34,0.67,57.16,False,False
2026-08-15 20:13:00+00:00,cell_001,130.62,16.84,4.01,0.44,55.87,False,False
2026-08-15 20:14:00+00:00,cell_001,130.75,18.14,3.68,0.38,47.22,False,False
2026-08-15 20:15:00+00:00,cell_001,130.53,17.34,3.67,0.83,58.59,False,False
2026-08-15 20:16:00+00:00,cell_001,128.19,17.65,4.35,0.87,62.22,False,False
2026-08-15 20:17:00+00:00,cell_001,133.71,16.75,3.95,0.38,59.79,False,False
2026-08-15 20:18:00+00:00,cell_001,135.49,16.8,3.72,0.78,54.69,False,False
2026-08-15 20:19:00+00:00,cell_001,125.89,17.32,3.8,0.24,52.8,False,False
2026-08-15 20:20:00+00:00,cell_001,127.08,17.68,3.99,0.37,49.89,False,False
2026-08-15 20:21:00+00:00,cell_001,134.86,17.4,3.63,0.32,43.52,False,False
2026-08-15 20:22:00+00:00,cell_001,136.68,15.09,4.0,0.46,57.58,False,False
2026-08-15 20:23:00+00:00,cell_001,125.7,17.1,4.38,0.56,45.19,False,False
2026-08-15 20:24:00+00:00,cell_001,134.65,16.17,3.97,0.31,50.66,False,False
2026-08-15 20:25:00+00:00,cell_001,137.23,16.27,3.47,0.47,50.41,False,False
2026-08-15 20:26:00+00:00,cell_001,129.84,17.26,4.26,0.37,58.45,False,False
2026-08-15 20:27:00+00:00,cell_001,137.28,18.48,4.32,0.61,55.35,False,False
2026-08-15 20:28:00+00:00,cell_001,132.12,16.54,4.34,0.58,48.82,False,False
2026-08-15 20:29:00+00:00,cell_001,133.71,18.73,4.0,0.84,51.18,False,False
2026-08-15 20:30:00+00:00,cell_001,130.73,15.65,4.68,0.21,50.57,False,False
2026-08-15 20:31:00+00:00,cell_001,136.0,17.96,4.2,0.78,54.58,False,False
2026-08-15 20:32:00+00:00,cell_001,135.61,17.15,4.87,0.78,46.27,False,False
2026-08-15 20:33:00+00:00,cell_001,138.4,16.91,4.37,0.45,52.66,False,False
2026-08-15 20:34:00+00:00,cell_001,137.66,18.07,4.32,0.48,50.03,False,False
2026-08-15 20:35:00+00:00,cell_001,133.42,16.04,3.77,0.62,63.16,False,False
2026-08-15 20:36:00+00:00,cell_001,142.89,17.94,3.67,0.75,46.82,False,False
2026-08-15 20:37:00+00:00,cell_001,137.73,16.44,3.99,0.14,56.75,False,False
2026-08-15 20:38:00+00:00,cell_001,135.41,15.99,3.89,0.46,48.37,False,False
2026-08-15 20:39:00+00:00,cell_001,130.91,15.29,3.78,0.64,49.9,False,False
2026-08-15 20:40:00+00:00,cell_001,129.42,18.19,3.9,0.56,56.99,False,False
2026-08-15 20:41:00+00:00,cell_001,129.79,17.73,3.88,0.55,52.82,False,False
2026-08-15 20:42:00+00:00,cell_001,131.43,16.1,3.74,0.22,49.39,False,False
2026-08-15 20:43:00+00:00,cell_001,138.47,17.11,4.12,0.45,48.04,False,False
2026-08-15 20:44:00+00:00,cell_001,135.91,16.68,3.7,0.47,56.62,False,False
2026-08-15 20:45:00+00:00,cell_001,132.72,16.18,3.91,0.37,47.75,False,False
2026-08-15 20:46:00+00:00,cell_001,134.27,17.49,3.55,0.77,47.6,False,False
2026-08-15 20:47:00+00:00,cell_001,134.01,15.88,3.94,0.47,45.86,False,False
2026-08-15 20:48:00+00:00,cell_001,137.29,14.3,3.97,0.37,58.16,False,False
