ts,cell_id,throughput_mean_5m,throughput_mean_15m,throughput_mean_30m,throughput_std_15m,throughput_lag_1,throughput_lag_5,throughput_lag_10,throughput_hour_mean,latency_mean_5m,latency_mean_15m,latency_mean_30m,latency_std_15m,latency_lag_1,latency_lag_5,latency_lag_10,latency_hour_mean,jitter_mean_5m,jitter_mean_15m,jitter_mean_30m,jitter_std_15m,jitter_lag_1,jitter_lag_5,jitter_lag_10,jitter_hour_mean,packet_loss_mean_5m,packet_loss_mean_15m,packet_loss_mean_30m,packet_loss_std_15m,packet_loss_lag_1,packet_loss_lag_5,packet_loss_lag_10,packet_loss_hour_mean,cell_load_mean_5m,cell_load_mean_15m,cell_load_mean_30m,cell_load_std_15m,cell_load_lag_1,cell_load_lag_5,cell_load_lag_10,cell_load_hour_mean,cell_load_hour_max,hour_of_day,day_of_week
2026-08-15 15:57:00+00:00,cell_001,103.83599999999998,101.55933333333333,101.19800000000001,2.8714716651621854,105.06,99.77,103.13,100.281,20.03800000000001,20.71533333333333,20.80633333333333,0.9760552287296639,18.46,21.33,19.95,20.890166666666666,4.814000000000001,4.9719999999999995,5.071666666666667,0.33543575071399495,4.72,4.33,5.14,5.118166666666667,0.7200000000000001,0.6513333333333333,0.7276666666666672,0.16681326885521153,0.81,0.94,0.76,0.7423333333333331,95.262,91.20266666666666,92.08500000000001,5.1957351558300635,97.37,84.94,92.22,93.20350000000002,100.0,15,5
2026-08-15 15:58:00+00:00,cell_001,104.702,101.79133333333333,101.50533333333334,3.126323415012812,102.11,102.16,99.81,100.4085,20.070000000000014,20.684666666666665,20.85,1.003934165934459,21.36,19.47,21.07,20.869000000000003,4.802000000000001,4.974666666666666,5.072666666666667,0.3373609060817491,4.49,5.28,4.58,5.123333333333333,0.6860000000000002,0.6453333333333333,0.7316666666666672,0.16694167786690767,0.65,0.77,0.4,0.7423333333333331,94.33200000000001,91.16,91.81366666666668,5.213313999477439,91.6,93.51,95.31,93.01783333333334,100.0,15,5
2026-08-15 15:59:00+00:00,cell_001,102.93999999999998,101.982,101.35266666666666,2.6720730315118932,106.49,105.68,100.55,100.29716666666667,20.22200000000001,20.659333333333333,20.825666666666667,0.9835029716502153,19.63,20.47,22.59,20.870333333333335,4.992000000000001,4.994666666666666,5.095666666666667,0.37612434620672497,5.22,4.83,5.23,5.127,0.7360000000000001,0.6533333333333334,0.7360000000000004,0.17935068069611845,0.6,0.71,0.68,0.7478333333333331,94.45400000000001,91.42733333333332,92.05633333333334,5.275648188566857,88.86,93.83,88.7,93.13616666666667,100.0,15,5
2026-08-15 16:00:00+00:00,cell_001,103.75399999999999,102.462,101.61866666666668,3.1027503927995634,96.87,104.17,103.18,100.41416666666666,20.092000000000013,20.577999999999996,20.756666666666664,1.0035593796971556,21.23,20.43,20.82,20.865166666666667,5.022,4.976,5.078,0.3732061858313372,5.78,4.75,5.18,5.1165,0.7300000000000001,0.6686666666666666,0.7360000000000005,0.1654373712587873,0.96,0.66,0.45,0.7456666666666664,92.74199999999999,92.15466666666666,92.12266666666666,4.333981782984789,94.44,100.0,83.72,92.99350000000001,100.0,16,5
2026-08-15 16:01:00+00:00,cell_001,104.48599999999999,103.002,101.973,3.4452289992335117,108.24,105.06,99.09,100.5855,20.91400000000001,20.69,20.82266666666667,1.1270188235243173,19.78,18.46,21.19,20.884166666666665,5.140000000000001,4.981333333333334,5.094666666666667,0.37764054463510266,4.9,4.72,4.98,5.116333333333333,0.7720000000000001,0.7,0.7553333333333339,0.18473919840701025,0.63,0.81,0.46,0.7489999999999998,90.76,91.66266666666667,91.79266666666666,4.425296546426553,91.44,97.37,91.54,92.78450000000001,100.0,16,5
2026-08-15 16:02:00+00:00,cell_001,104.80799999999999,103.04133333333334,102.05333333333333,3.4501591405694167,108.72,102.11,99.77,100.72000000000001,20.690000000000012,20.709333333333333,20.791666666666668,1.1158498789656515,22.57,21.36,21.33,20.857166666666668,5.250000000000001,4.974666666666666,5.0953333333333335,0.37551615271822697,5.31,4.49,4.33,5.116333333333333,0.7700000000000001,0.692,0.7493333333333339,0.18455351527265326,1.02,0.65,0.94,0.7499999999999998,88.316,90.80666666666666,91.458,5.436173374018261,87.46,91.6,84.94,92.44083333333334,100.0,16,5
2026-08-15 16:03:00+00:00,cell_001,104.49799999999998,103.38333333333334,102.211,3.3600524372349083,103.72,106.49,102.16,100.87266666666666,21.25000000000001,20.8,20.856333333333332,1.1993748371575519,20.24,19.63,19.47,20.872333333333337,5.234,5.012,5.095000000000001,0.36103422868977686,5.04,5.22,5.28,5.110166666666667,0.8300000000000001,0.7253333333333334,0.7346666666666671,0.17282801800928135,0.64,0.6,0.77,0.7509999999999998,90.544,91.11933333333333,91.68566666666668,5.834005566708477,79.38,88.86,93.51,92.56066666666668,100.0,16,5
2026-08-15 16:04:00+00:00,cell_001,105.60599999999997,103.50733333333332,102.35033333333334,3.281422746022042,104.94,96.87,105.68,100.92033333333332,21.068000000000012,20.648666666666664,20.893666666666668,1.0961547509827008,22.43,21.23,20.47,20.830333333333332,5.086,4.999333333333334,5.100666666666667,0.3561393520732429,5.14,5.78,4.83,5.110500000000001,0.7980000000000003,0.7333333333333333,0.7290000000000005,0.17335622559306438,0.9,0.96,0.71,0.7453333333333331,90.62199999999999,91.528,91.779,5.867035269806033,100.0,94.44,93.83,92.48933333333335,100.0,16,5
2026-08-15 16:05:00+00:00,cell_001,104.356,103.42800000000001,102.43033333333332,3.3042077070675115,102.41,108.24,104.17,100.9795,21.198000000000015,20.622666666666664,20.80933333333333,1.0964257949429288,20.32,19.78,20.43,20.827166666666667,5.164,5.006666666666666,5.091666666666667,0.3612214727571737,5.04,4.9,4.75,5.108333333333333,0.8440000000000001,0.7606666666666667,0.7326666666666671,0.15704715700483518,0.8,0.63,0.66,0.7459999999999998,90.854,92.11999999999999,92.02566666666667,5.456560926340239,94.83,91.44,100.0,92.57916666666667,100.0,16,5
2026-08-15 16:06:00+00:00,cell_001,102.78599999999999,103.54666666666665,102.31133333333332,3.1663739213079882,101.99,108.72,105.06,101.0555,21.09200000000001,20.679333333333332,20.82633333333333,1.1485672234019975,20.43,22.57,18.46,20.835500000000003,5.040000000000001,4.987333333333334,5.073333333333333,0.370394898658574,5.29,5.31,4.72,5.1015,0.8000000000000002,0.7833333333333334,0.7136666666666671,0.13329166015230645,0.86,1.02,0.81,0.7454999999999998,91.274,91.988,91.69866666666667,5.4954048336514765,92.6,87.46,97.37,92.608,100.0,16,5
2026-08-15 16:07:00+00:00,cell_001,102.57199999999997,103.73866666666666,102.25233333333334,3.0041729707375944,100.87,103.72,102.11,101.089,20.952000000000012,20.560000000000002,20.754,1.1689433568121612,22.04,20.24,21.36,20.802666666666664,5.048000000000001,5.037333333333334,5.083666666666668,0.3228990701809321,4.69,5.04,4.49,5.104166666666667,0.85,0.7799999999999999,0.7296666666666671,0.12966991059523827,0.8,0.64,0.65,0.7519999999999999,95.128,92.902,91.67566666666667,5.378327143001793,89.56,79.38,91.6,92.5855,100.0,16,5
2026-08-15 16:08:00+00:00,cell_001,102.49399999999999,103.898,102.37333333333335,2.9777273212997124,102.65,104.94,106.49,101.19283333333334,20.56600000000001,20.628666666666668,20.754666666666665,1.1299422657004352,19.54,22.43,19.63,20.797833333333333,5.098000000000001,5.044666666666667,5.087999999999999,0.3299754680634736,5.08,5.14,5.22,5.109166666666667,0.8780000000000001,0.798,0.7350000000000005,0.14590603629755136,0.89,0.9,0.6,0.7539999999999998,93.824,92.9,91.64399999999999,5.378090473659226,98.65,100.0,88.86,92.60333333333334,100.0,16,5
2026-08-15 16:09:00+00:00,cell_001,102.85799999999999,103.80133333333333,102.494,2.9390301283336755,104.55,102.41,96.87,101.25016666666666,20.698000000000015,20.662666666666667,20.724666666666668,1.1324970303785487,20.5,20.32,21.23,20.778333333333332,5.140000000000001,5.072666666666667,5.078666666666666,0.3282739854507223,5.39,5.04,5.78,5.1,0.8320000000000002,0.7886666666666667,0.7163333333333338,0.15606164837886746,1.04,0.8,0.96,0.7524999999999997,91.252,92.10933333333334,91.359,6.060154956372319,93.48,94.83,94.44,92.48766666666666,100.0,16,5
2026-08-15 16:10:00+00:00,cell_001,104.26399999999998,104.12466666666666,102.92066666666668,3.234423920152146,104.23,101.99,108.24,101.477,20.77800000000001,20.689333333333334,20.77333333333333,1.1313359149199052,20.98,20.43,19.78,20.770500000000002,5.110000000000001,5.098666666666667,5.086333333333333,0.31611179457045124,5.25,5.29,4.9,5.104666666666668,0.868,0.8140000000000001,0.7323333333333337,0.1643080730111379,0.57,0.86,0.63,0.7533333333333332,90.238,91.278,91.19666666666666,5.747655671166327,81.97,92.6,91.44,92.40066666666667,100.0,16,5
2026-08-15 16:11:00+00:00,cell_001,104.78199999999997,104.018,102.84433333333335,3.227750654206237,109.02,100.87,108.72,101.51133333333334,20.46200000000001,20.822666666666667,20.772333333333332,0.9537479950709927,20.83,22.04,22.57,20.781499999999998,5.184,5.121333333333333,5.070333333333334,0.2987322419505982,5.14,4.69,5.31,5.097333333333334,0.8440000000000001,0.8053333333333333,0.7276666666666671,0.16792288479414,1.04,0.8,1.02,0.7458333333333331,90.822,90.952,90.99533333333332,5.511260161835298,87.53,89.56,87.46,92.27533333333332,100.0,16,5
2026-08-15 16:12:00+00:00,cell_001,104.008,103.796,102.67766666666667,3.4735136595200142,103.46,102.65,103.72,101.4915,20.61600000000001,20.752666666666666,20.733999999999998,0.9500185461884111,20.46,19.54,20.24,20.757499999999997,5.152,5.15,5.061000000000001,0.2505707769984061,5.06,5.08,5.04,5.0885,0.7420000000000001,0.7873333333333333,0.7193333333333337,0.19760952357873598,0.68,0.89,0.64,0.7414999999999998,90.016,91.15333333333334,91.17800000000001,5.591205679671023,92.48,98.65,79.38,92.18566666666666,100.0,16,5
2026-08-15 16:13:00+00:00,cell_001,104.75199999999998,103.91466666666666,102.853,3.60021798282052,98.78,104.55,104.94,101.59383333333334,20.76400000000001,20.860000000000003,20.772333333333332,0.9039516421995536,20.31,20.5,22.43,20.769999999999996,5.058000000000002,5.13,5.052333333333333,0.2564872594995517,4.92,5.39,5.14,5.084833333333333,0.7100000000000001,0.8059999999999999,0.7256666666666672,0.19178857406620423,0.38,1.04,0.9,0.7454999999999997,88.72200000000001,91.03,91.095,5.665319307607227,94.62,93.48,100.0,92.11983333333333,100.0,16,5
2026-08-15 16:14:00+00:00,cell_001,103.85999999999999,104.10799999999999,103.045,3.2563371183871244,108.27,104.23,102.41,101.56433333333332,20.680000000000014,20.815333333333335,20.737333333333332,0.9009111789669684,21.24,20.98,20.32,20.768333333333334,4.920000000000001,5.048666666666667,5.021666666666666,0.2274349723911533,4.92,5.25,5.04,5.077,0.7780000000000001,0.8026666666666666,0.7280000000000005,0.18933970478749207,0.88,0.57,0.8,0.7459999999999999,91.52799999999999,91.134,91.28066666666668,5.746131369390212,87.01,81.97,94.83,92.15533333333333,100.0,16,5
2026-08-15 16:15:00+00:00,cell_001,102.42399999999998,103.68133333333334,103.07166666666667,3.0913701693302182,99.77,109.02,101.99,101.62133333333333,20.78200000000001,20.919333333333334,20.74866666666667,0.862061206537111,20.56,20.83,20.43,20.778666666666666,4.926,5.066666666666666,5.021333333333334,0.22550472490010962,4.56,5.14,5.29,5.082833333333332,0.7380000000000001,0.8166666666666667,0.7426666666666671,0.1833290042765037,0.91,1.04,0.86,0.7513333333333331,90.34,90.47733333333333,91.316,6.249448509002235,96.0,87.53,92.6,91.90483333333333,100.0,16,5
2026-08-15 16:16:00+00:00,cell_001,102.61799999999998,103.39533333333333,103.19866666666667,2.7740812292870007,101.84,103.46,100.87,101.7245,20.84000000000001,20.798,20.743999999999996,0.7313021654210786,21.34,20.46,22.04,20.762833333333333,5.0,5.074666666666666,5.0280000000000005,0.23660898022623858,5.17,5.06,4.69,5.080333333333333,0.7360000000000001,0.7933333333333333,0.7466666666666671,0.17779067413397945,0.84,0.68,0.8,0.7493333333333331,89.21000000000001,90.43533333333333,91.049,6.273246899865348,81.59,92.48,89.56,91.72800000000001,100.0,16,5
2026-08-15 16:17:00+00:00,cell_001,103.854,103.478,103.25966666666666,2.8027746456505116,104.43,98.78,102.65,101.73783333333334,20.97800000000001,20.848666666666666,20.778999999999996,0.7160493465351152,20.75,20.31,19.54,20.74566666666667,5.0360000000000005,5.078666666666667,5.026666666666667,0.23648819561778686,5.43,4.92,5.08,5.084833333333333,0.7700000000000001,0.7873333333333333,0.7396666666666671,0.18471857616505055,0.67,0.38,0.89,0.7466666666666664,87.672,90.93866666666668,90.87266666666666,5.588365294669891,86.83,94.62,98.65,91.56816666666667,100.0,16,5
2026-08-15 16:18:00+00:00,cell_001,102.09399999999998,103.11333333333333,103.24833333333335,2.950902202639086,104.96,108.27,104.55,101.76216666666666,21.02400000000001,20.784666666666666,20.792333333333332,0.59774417207096,21.0,21.24,20.5,20.757,5.056000000000001,5.070666666666667,5.041333333333332,0.23629481182440337,5.1,4.92,5.39,5.096,0.7200000000000001,0.7693333333333334,0.7473333333333337,0.18610544885824737,0.55,0.88,1.04,0.7446666666666665,88.798,90.44800000000001,90.78366666666668,5.0312810070032965,86.93,87.01,93.48,91.62616666666666,100.0,16,5
2026-08-15 16:19:00+00:00,cell_001,102.47199999999998,103.06333333333333,103.28533333333333,2.9699631230702948,99.47,99.77,104.23,101.77,20.91600000000001,20.764666666666667,20.706666666666663,0.6190415018066917,21.47,20.56,20.98,20.745333333333335,5.182,5.080666666666667,5.04,0.23807161787576583,5.02,4.56,5.25,5.0945,0.6920000000000001,0.7673333333333333,0.7503333333333337,0.1859134463219409,0.63,0.91,0.57,0.7514999999999998,88.456,90.41199999999999,90.97000000000001,4.999518833991133,92.64,96.0,81.97,91.65316666666666,100.0,16,5
2026-08-15 16:20:00+00:00,cell_001,102.01399999999998,102.90066666666667,103.16433333333335,3.097050363232378,101.66,101.84,109.02,101.79783333333333,20.932000000000013,20.83066666666667,20.72666666666667,0.633420044194729,20.02,21.34,20.83,20.787666666666667,5.022,5.019333333333334,5.013,0.29256175579232296,5.19,5.17,5.14,5.087666666666666,0.6600000000000001,0.7553333333333333,0.7580000000000006,0.18531311982815557,0.77,0.84,1.04,0.7483333333333332,90.95000000000002,90.50933333333334,91.31466666666667,5.059016655814957,94.29,81.59,87.53,91.75083333333333,100.0,16,5
2026-08-15 16:21:00+00:00,cell_001,102.318,103.23933333333335,103.393,3.1366325588981487,99.55,104.43,103.46,102.00533333333333,20.81200000000001,20.704666666666665,20.692,0.5593218683259751,21.42,20.75,20.46,20.78666666666667,4.906000000000001,5.029999999999999,5.008666666666667,0.28243836242856885,4.37,5.43,5.06,5.082666666666666,0.6320000000000002,0.7373333333333333,0.7603333333333337,0.19359260119536495,0.68,0.67,0.68,0.7361666666666664,89.702,89.91133333333333,90.94966666666667,5.672231693165855,94.06,86.83,92.48,91.4535,100.0,16,5
2026-08-15 16:22:00+00:00,cell_001,102.87199999999999,103.578,103.65833333333333,3.336345734056692,105.95,104.96,98.78,102.20949999999999,20.39000000000001,20.66133333333333,20.610666666666663,0.6701904491276695,20.15,21.0,20.31,20.768833333333337,4.882000000000001,5.0233333333333325,5.030333333333333,0.282354049950969,4.85,5.1,4.92,5.086166666666667,0.6580000000000001,0.7233333333333334,0.7516666666666671,0.189309522310918,0.53,0.55,0.38,0.7361666666666664,89.944,89.21066666666667,91.05633333333334,5.139818599726752,80.59,86.93,94.62,91.371,100.0,16,5
2026-08-15 16:23:00+00:00,cell_001,103.1,103.31533333333333,103.60666666666667,3.4086672440953167,107.73,99.47,108.27,102.21216666666666,20.08600000000001,20.624666666666663,20.62666666666667,0.6942608265232936,18.89,21.47,21.24,20.747833333333336,4.774000000000001,4.962666666666666,5.003666666666666,0.2954044846032817,4.98,5.02,4.92,5.077500000000001,0.6460000000000001,0.692,0.7450000000000006,0.17118077328470802,0.68,0.63,0.88,0.7376666666666665,87.34400000000001,88.288,90.59400000000001,5.544940035744351,88.14,92.64,87.01,91.11233333333332,100.0,16,5
2026-08-15 16:24:00+00:00,cell_001,104.23999999999998,103.52400000000002,103.66266666666665,3.5610568254805,100.61,101.66,99.77,102.31133333333334,19.99000000000001,20.528666666666666,20.595666666666666,0.7396897676645728,19.95,20.02,20.56,20.727,4.7440000000000015,4.948666666666666,5.010666666666666,0.28562879673403774,4.48,5.19,4.56,5.075,0.6120000000000001,0.6940000000000001,0.7413333333333338,0.16982343772133873,0.57,0.77,0.91,0.7321666666666664,85.962,88.64866666666667,90.37899999999999,5.273960109642117,79.64,94.29,96.0,91.06750000000001,100.0,16,5
2026-08-15 16:25:00+00:00,cell_001,105.782,103.40666666666668,103.76566666666668,3.3920172394014667,107.36,99.55,101.84,102.42216666666667,19.83200000000001,20.515333333333334,20.60233333333333,0.7356616717247226,19.54,21.42,21.34,20.737833333333334,4.756000000000001,4.901333333333333,5.0,0.3094895951784921,5.04,4.37,5.17,5.061333333333334,0.6520000000000001,0.6833333333333333,0.7486666666666671,0.15045961331064525,0.6,0.68,0.84,0.7369999999999998,86.22999999999999,89.17333333333333,90.22566666666667,5.539501868614427,87.38,94.06,81.59,91.04899999999999,100.0,16,5
2026-08-15 16:26:00+00:00,cell_001,105.10799999999999,103.348,103.68299999999999,3.398632498102549,107.26,105.95,104.43,102.417,19.79400000000001,20.481999999999996,20.652333333333335,0.7495446236641707,20.63,20.15,20.75,20.720000000000002,4.824000000000001,4.91,5.015666666666666,0.31600180831298735,4.43,4.85,5.43,5.054999999999999,0.6460000000000001,0.6713333333333333,0.7383333333333337,0.1577460285500192,0.88,0.53,0.67,0.7324999999999998,89.526,89.47933333333334,90.21566666666666,5.853105972371568,95.4,80.59,86.83,91.057,100.0,16,5
2026-08-15 16:27:00+00:00,cell_001,103.30399999999997,103.34333333333333,103.56966666666668,3.405394180388734,102.58,107.73,104.96,102.38383333333333,20.08800000000001,20.485333333333333,20.619000000000003,0.7488359220162707,19.96,18.89,21.0,20.712666666666667,4.838000000000001,4.918666666666667,5.0343333333333335,0.3180715702628209,5.19,4.98,5.1,5.053,0.6700000000000002,0.6993333333333334,0.7433333333333338,0.1384334118748173,0.5,0.68,0.55,0.7354999999999997,89.744,89.12000000000002,90.13666666666667,5.677793837147009,97.07,88.14,86.93,91.11083333333333,100.0,16,5
2026-08-15 16:28:00+00:00,cell_001,103.48999999999998,102.89466666666667,103.40466666666666,3.1431827969838113,98.71,100.61,99.47,102.455,20.344000000000012,20.484666666666666,20.67233333333333,0.7481201838812598,20.36,19.95,21.47,20.761166666666664,4.926,4.918666666666667,5.024333333333333,0.3180715702628209,5.05,4.48,5.02,5.048500000000001,0.68,0.682,0.7440000000000004,0.1302305647668538,0.8,0.57,0.63,0.7378333333333331,91.44800000000001,89.19666666666667,90.11333333333333,5.65498600057228,89.23,79.64,92.64,90.9635,100.0,16,5
2026-08-15 16:29:00+00:00,cell_001,102.63,103.114,103.611,3.0220210834122,101.54,107.36,101.66,102.48183333333333,20.77400000000001,20.56,20.687666666666665,0.8105377403786601,21.23,19.54,20.02,20.756666666666664,4.958,4.961333333333333,5.005,0.30932799666976635,4.92,5.04,5.19,5.050333333333333,0.7180000000000002,0.674,0.7383333333333338,0.11836988033669064,0.62,0.6,0.77,0.7371666666666665,91.116,88.51133333333334,89.82266666666666,5.388219778456819,88.16,87.38,94.29,90.9395,100.0,16,5
2026-08-15 16:30:00+00:00,cell_001,103.09199999999998,103.62933333333332,103.65533333333333,3.4218822445042467,103.06,107.26,99.55,102.63699999999999,20.74600000000001,20.503333333333334,20.711333333333336,0.781296236731324,21.69,20.63,21.42,20.733999999999998,5.0760000000000005,4.951333333333333,5.0089999999999995,0.30448707846525286,5.2,4.43,4.37,5.043499999999999,0.6520000000000001,0.6546666666666667,0.7356666666666671,0.11287582726362068,0.79,0.88,0.68,0.7358333333333331,89.308,88.82933333333332,89.65333333333335,5.082654630725897,85.72,95.4,94.06,90.88799999999999,100.0,16,5
2026-08-15 16:31:00+00:00,cell_001,103.51399999999998,103.64666666666668,103.521,3.4268825205336553,109.57,102.58,105.95,102.747,21.008000000000013,20.538,20.668,0.8042227836370983,20.49,19.96,20.15,20.745333333333335,5.0600000000000005,4.930000000000001,5.0023333333333335,0.27867031212002596,5.02,5.19,4.85,5.0485,0.6900000000000002,0.6560000000000001,0.7246666666666671,0.11318758134584772,0.55,0.5,0.53,0.7399999999999999,88.61800000000001,89.282,89.85866666666668,5.193036821415131,86.36,97.07,80.59,90.82566666666666,100.0,16,5
2026-08-15 16:32:00+00:00,cell_001,104.19599999999998,103.45733333333334,103.46766666666667,3.4275927968427156,104.69,98.71,107.73,102.76050000000001,20.93400000000001,20.470666666666666,20.659666666666666,0.8050595955503381,21.27,20.36,18.89,20.725666666666665,5.0600000000000005,4.926666666666666,5.002666666666667,0.2767842549883474,5.11,5.05,4.98,5.049,0.6420000000000001,0.6566666666666666,0.7220000000000005,0.11254628677198095,0.69,0.8,0.68,0.7356666666666665,87.15,88.946,89.94233333333334,5.509492846766651,93.62,89.23,88.14,90.70016666666668,100.0,16,5
